,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
409,Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/304191716/,Москва,sale,flat,21,21,3,77.0,31800000.0,Очаково-Матвеевское,Очаковское шоссе,9А,Аминьевская,Vangarden
410,ИНГРУПП,real_estate_agent,https://www.cian.ru/sale/flat/303866459/,Москва,sale,flat,9,24,3,105.0,40000000.0,Тропарево-Никулино,Озерная ,35,Озёрная,Пикассо
411,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/305097068/,Москва,sale,flat,4,13,3,82.9,43000000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее
412,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306360333/,Москва,sale,flat,6,37,3,76.0,47500000.0,Беговой,Северный ао,К2,Белорусская,Слава ЖК
413,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307783036/,Москва,sale,flat,8,12,3,94.6,54000000.0,Якиманка,Конный переулок,4,Шаболовская,
414,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301042658/,Москва,sale,flat,24,79,1,72.0,70000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
415,София Асадова,realtor,https://www.cian.ru/sale/flat/306295791/,Москва,sale,flat,3,3,2,50.4,70000000.0,Басманный, Маросейка,11/4С1,Китай-город,
416,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/286250696/,Москва,sale,flat,8,19,4,140.0,75000000.0,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,
417,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/308338964/,Москва,sale,flat,2,6,3,131.1,110000000.0,Тверской, Малая Дмитровка,23/15С2,Пушкинская,
418,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/305144639/,Москва,sale,flat,1,4,5,192.1,112000000.0,Крылатское,Островной проезд,9К1,Молодёжная,Остров Фантазий
419,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309628016/,Москва,sale,flat,5,5,4,130.0,120000000.0,Мещанский,Цветной бульвар,16/1,Трубная,
420,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/297042900/,Москва,sale,flat,3,10,3,173.6,165000000.0,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
421,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303582855/,Москва,sale,flat,21,26,4,139.0,170000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
422,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309192145/,Москва,sale,flat,7,7,5,242.0,200000000.0,Пресненский,Никитский бульвар,12,Арбатская,
423,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/200828608/,Москва,sale,flat,6,7,5,271.7,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре
424,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304865149/,Москва,sale,flat,3,12,-1,238.0,298000000.0,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
425,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307822553/,Москва,sale,flat,4,4,4,240.5,343744462.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко
426,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/309522604/,Москва,sale,flat,4,4,4,208.7,500000000.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко
427,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302590852/,Москва,sale,flat,4,4,5,396.0,997920000.0,Таганский, Солянка,7,Китай-город,Дом с Атлантами
428,ID 2878972,unknown,https://www.cian.ru/sale/flat/309341242/,Москва,sale,flat,3,5,-1,15.2,4400000.0,Восточное Измайлово,14-я Парковая ,4,Первомайская,
429,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307435494/,Москва,sale,flat,6,17,1,43.4,19100000.0,Даниловский,набережная Марка Шагала,15к1,Технопарк,Shagal
430,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/308362463/,Москва,sale,flat,21,37,2,60.1,23900000.0,Раменки,Мосфильмовская ,98к2,Аминьевская,Огни
431,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308854021/,Москва,sale,flat,6,12,2,64.2,24700000.0,Даниловский, Петра Кончаловского,5,Технопарк,Shagal
432,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308901210/,Москва,sale,flat,18,29,4,78.0,25700000.0,Южнопортовый,Волгоградский проспект,32/5к1,Угрешская,Метрополия
433,Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/307089787/,Москва,sale,flat,28,30,3,77.8,30500000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
434,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307970936/,Москва,sale,flat,3,5,2,44.3,47900000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
435,BERI,real_estate_agent,https://www.cian.ru/sale/flat/309630171/,Москва,sale,flat,12,31,3,85.8,48500000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
436,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305738210/,Москва,sale,flat,18,79,2,71.8,49500000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
437,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308239254/,Москва,sale,flat,12,19,2,84.0,59000000.0,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы
438,MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/309174149/,Москва,sale,flat,11,21,4,116.0,58990000.0,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
439,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300749905/,Москва,sale,flat,5,9,3,117.0,65500000.0,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,Каретный плаза
440,FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/304872335/,Москва,sale,flat,6,13,2,120.2,82938000.0,Арбат, Новый Арбат,32,Смоленская,Звёзды Арбата
441,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/305507721/,Москва,sale,flat,9,18,4,177.0,95000000.0,Хорошевский, Гризодубовой,4К4,ЦСКА,Гранд-парк
442,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306652887/,Москва,sale,flat,9,68,2,92.0,110000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
443,Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/306110367/,Москва,sale,flat,5,10,4,155.0,117160000.0,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река
444,Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/309625159/,Москва,sale,flat,27,52,3,124.0,118000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
445,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301266879/,Москва,sale,flat,25,75,3,187.9,125000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
446,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303390440/,Москва,sale,flat,12,16,4,177.0,170000000.0,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven
447,Eightmix Property,real_estate_agent,https://www.cian.ru/sale/flat/307909984/,Москва,sale,flat,4,8,3,125.0,180000000.0,Хамовники,1-й Зачатьевский переулок,5,Парк Культуры,Новая Остоженка
448,Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/309341780/,Москва,sale,flat,47,53,3,161.0,194800000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
449,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/291733228/,Москва,sale,flat,2,7,4,161.6,265500000.0,Арбат, Малая Молчановка,8,Арбатская,
450,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308632404/,Москва,sale,flat,5,5,-1,277.0,370000000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
451,BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308521391/,Москва,sale,flat,1,3,-1,500.0,475000000.0,Покровское-Стрешнево,Береговая ,4К8,Стрешнево,Покровский берег
452,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295403430/,Москва,sale,flat,5,6,5,225.0,620000000.0,Пресненский,Большой Козихинский переулок,15,Пушкинская,Дом Бакст на Патриарших
453,ID 526791,homeowner,https://www.cian.ru/sale/flat/301891612/,Москва,sale,flat,3,10,2,53.5,20000000.0,Преображенское, Хромова,3,Преображенская площадь,Re:Form
454,Иван Ларин,realtor,https://www.cian.ru/sale/flat/307087525/,Москва,sale,flat,6,9,3,57.9,23450000.0,Преображенское,Знаменская ,19,Преображенская площадь,
455,Артем Ченцов,realtor,https://www.cian.ru/sale/flat/302548997/,Москва,sale,flat,4,30,3,72.2,31500000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Народное Ополчение,Sydney City
456,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303266323/,Москва,sale,flat,15,30,3,105.9,37890000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
457,ID 12693939,realtor,https://www.cian.ru/sale/flat/308367102/,Москва,sale,flat,24,28,3,71.0,38000000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом
458,Юлия Иванова,realtor,https://www.cian.ru/sale/flat/309245560/,Москва,sale,flat,21,36,3,84.0,45700000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
459,Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302461199/,Москва,sale,flat,10,53,3,138.0,85000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
460,Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/294209268/,Москва,sale,flat,15,18,3,115.0,99000000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
461,Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302073422/,Москва,sale,flat,22,53,4,130.0,100000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
462,Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302129499/,Москва,sale,flat,35,53,4,173.0,170000000.0,Раменки,Мосфильмовская ,8,Поклонная,Дом на Мосфильмовской
